%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
10,4.25360625073111,-4.141752113788215,-1.5268245849715356,8.159242472415798,3.9858256349926933,-2.6583641301893692,4.842965042568011,-2.563191663602879,-2.261780500001013,-2.6912255049730938,-13.302611729140686,-4.3932737613317485,5.6327229499678335,-5.242568266696635,11.349653651073428,1.2673632297208055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0.39300435180487625,-5.837893267670495,-7.123751615004807,8.141597008074967,1.3656397010651915,-1.4634124418834347,4.288622521413714,6.505170486016766,-2.7202873059293395,-1.3545262933032813,-14.442470636469613,0.64860389326445,-1.3265965157569006,-4.056422246927466,-1.6234223877523846,-2.4525516240636502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-4.022066753642434,-6.52707925873554,-13.866021191217442,4.346031258645297,-4.8127670451526114,-2.1200156618841106,-5.871799800582096,1.2852312104531904,-3.775619459402824,-3.1138157166553135,-18.595665622481523,4.894235690825084,-5.16184132702654,-1.378786280251056,0.01673840854452635,3.3489609097468644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-0.0767192327021462,-8.519624417672702,-10.694109575534043,4.242631711737175,-2.8437016439022784,-2.027182577330308,-7.4154346878542015,5.542528598315386,-2.779444154091859,-2.697581671441611,-27.25808425899468,11.492353484287563,-7.048331672212541,3.0955652602061363,0.2924593429100284,13.468820299828181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,8.456780893790437,-2.6643469567544003,-3.522988430906423,8.947016435700647,3.655397259838651,-1.0116008107488312,4.337347981859011,14.926139382564983,-0.9164080881090584,-1.3713158791627365,-22.525261752145788,6.35436274700497,-7.156379760137341,0.7416965978737551,-3.974541815343457,4.985424764219754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,2.1318398684723263,0.06522972684049932,-8.060014650876198,9.337941848443236,0.590430047061318,-2.405570599066195,3.8278899908211486,14.866122580041718,-0.633553425688369,-2.685533297852217,-7.75186411774672,0.1420916533262755,-4.037116463267793,-0.7460190387705978,7.932719438782755,5.463610040412442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-6.644944320058585,-6.880476837630766,-13.89214495183839,10.845794116703445,-2.99546133196057,-3.276603209268046,-4.249493583428958,7.002514092419091,-3.7666063729761987,-4.299640232850393,-7.458513792037138,6.72531469453007,-4.947042089949832,1.5554318858507656,18.623364216211442,14.472727531821365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-1.505477981854554,-11.343121499050753,-9.258592101073162,7.779214431962572,-2.5664265440621676,-2.4701581541149835,0.1138959132238142,2.073793696432219,-3.530555503755707,-5.977029131473316,-10.268945969344912,7.108278494344589,-6.014578484806677,-2.34665767178835,5.812208992481104,4.824504730968627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,2.251867852346635,-6.771689000221826,-2.8540284997526157,0.7135430015082846,-2.28888884998166,-0.3300789149440959,11.103198089476479,7.688470336865393,0.6262239946647981,-5.943226003907668,-3.4847016872786725,5.7980666084391,-3.09192896974227,-2.6320654121105207,0.07363763636936937,2.8667005015501097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-3.374640209418004,-6.051824442361237,-3.3762329879754702,1.7981389020880556,-1.2808271618065277,-0.4400196562642975,9.274601034315424,12.29971413202452,2.3043791730021184,-4.164389711025109,-1.0664919225386456,7.270565058663777,-1.361226266818207,1.2830969528761216,11.196919334123564,8.4354116198848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,-3.188718321887656,-9.407325682483282,-3.8534640367673774,4.243886170994337,2.5863952618224104,-0.35462052030622004,7.242911195906061,16.987437154540146,3.7803648911525443,-4.965280500354453,-4.156223384670611,4.439211979000731,-0.5509346657449044,-1.6798807867337615,7.000268296348992,3.0382351963959557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,1.221671847618552,-5.425585602365889,-2.668341998894949,4.20139445403893,3.837015782218934,0.7796808631290233,11.876341981642064,12.640629539015524,4.756998209140463,-2.8704181688851946,6.815721737660283,8.291442514265356,3.1068228398960684,-0.8029268986287974,9.069805365843251,5.461107135349598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,2.9695421917844183,-1.0168133668937127,-2.3980820458367607,9.550398123911307,4.441974890163766,2.169004522323865,5.9757247247958745,9.910942787694463,4.501839786177044,0.5502399298259064,17.908241417978417,9.985396224396453,3.1279828160605376,1.942727191147398,17.632170108061615,6.821613959742443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,3.967231468888264,-8.177729207876176,-1.3818912559386014,9.431207683943015,6.737948444020065,2.8071677306262117,0.6230439201751619,15.334860586490565,4.139819758265887,1.6966565904229043,6.542901513078192,7.377542329584315,-0.5465179983431909,1.7302890575213041,2.254199917407888,-1.1543135461528369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,7.238523114022385,-12.906280664844825,4.348500776369356,5.367511982329276,8.683736650517776,2.753589156583022,7.877102659837011,0.004605088456720807,6.1088460271275125,2.231167589798048,-2.7055927915338316,3.162684010009258,-0.8004041801480923,1.9550997919424589,-6.51530454799655,-4.132062659104661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,4.4563343348022215,-11.13501468999931,6.408121414166999,2.4342221171941816,7.462481510936868,-0.7936795350039532,7.09994104574529,-9.608384189201736,5.600031807509751,3.221475295774752,4.20465877329795,3.6326805857016495,3.9356870227324237,3.9636975687903373,5.957427439467963,-1.4574413578475442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,-4.415282163286847,-12.537298918011942,1.9093946644748883,2.7673539420206694,4.4526753631240865,-5.219331171120757,3.829568485345945,1.0900375315957263,2.7397577827113224,0.8068206251410714,2.691995156460038,11.266830911818204,5.063847536415352,5.1605521913784855,11.885371064889355,2.8472662473197294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,-9.293191236900697,-17.124677470628598,-4.287102888091013,14.158930346321768,-0.30666710093908023,-5.960720227227071,5.588261184468834,-2.289925607868952,-0.22632134832859663,-0.33146970795857555,2.8243661491277976,13.440219157794388,3.956310785682632,6.640263569911028,16.65006152131734,0.333495032226779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,-6.269945303163354,-16.30981925431726,-8.541897251114506,12.570661033156298,-4.382420240723462,-3.90317533421927,2.948359551129329,-1.1859587768343687,-2.1629870068570654,3.098222237545528,9.389108920037543,18.456318462410465,3.4362283110169045,11.134084282008956,23.724270201615738,1.8363946452232398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,-2.0102455065448055,-10.469635052910803,-7.996932841635612,-6.438678455958126,-6.2367720383059435,-5.4297255637651745,-1.0565918870629787,4.952177183103515,-2.4543946931882914,5.131359584432403,9.515960757279998,20.36617082007602,5.249607999079217,12.527892931486505,18.822318029689114,3.258927824255607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,-4.023563199289555,-7.704595048581439,-7.1937291908486145,-7.633186707391076,-8.007051400705052,-8.941439675204123,-4.6546874022561155,-2.816834121313107,0.40929524200086576,-0.19246353001237537,8.442044136408214,-3.4922236113060166,4.110856744633011,0.5670588091676905,5.131484674465042,-17.98196021822657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,-12.076820543054367,-13.098439075264707,-11.489455038653546,-7.4873448510846,-10.176540180520703,-8.415971016581011,-8.737754005185081,-2.9078107060324356,0.4756650936633662,-1.622285399422232,7.784681568007585,-9.525067351712948,-0.29469441297231924,-5.572562136000492,-1.1627632915961357,-22.93433262061634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,-20.366603524936494,-28.69301173696283,-17.98717225511902,-15.378853056040583,-13.29921086571818,-11.810941212659742,-14.229211315689724,0.07702646002974234,-3.771728927845338,-2.838777460822989,-7.079676873642846,10.028608381418856,-5.491598957191094,-0.4155693295456899,-1.708515442989789,8.095471668672397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,-14.693177436847463,-29.194204162495566,-12.73872364335719,-4.143125021146119,-8.030283575565875,-12.500732254378363,-11.801119201200123,-2.950405233508633,-6.645071612442649,-5.668332477402323,-21.043148806967675,12.01399208076106,-9.428021505633396,0.4762077604475259,-1.7267136741257918,9.157658458852051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,-5.92080006752002,-17.608071953329983,-5.353005684046678,1.062538361086041,-3.0195715764515683,-8.845742157489667,-3.584653010909932,-1.3961020734959675,-0.16412949815552125,-2.0242376076589856,-13.307716671329022,1.1506685481311543,-8.703073151430974,-3.240988627548539,-4.765402347726557,-18.307667585565806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,-9.37780548935774,-25.101548101683136,-9.634505098443725,-5.790795662529064,-7.947390699440518,-13.554228490573138,-8.491114001256364,7.074818626889908,2.127948514175065,-1.8577124226312796,-0.793456881474631,2.2752511473864128,-5.030706294963506,-1.3501536327953372,-7.343788282314309,-10.346339743829049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,-17.925210010908444,-38.621669719403286,-20.933460443752637,-9.829979082803874,-13.540693589881442,-22.04335822104835,-21.41157068307757,4.726424354506435,-3.29176028679581,-8.746320044971776,-5.030796912784982,4.865906644163227,-5.205005308924303,2.0964161449332117,-2.814007306206662,4.803933757719371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,-18.44094590492253,-36.50606480356677,-30.564605373678262,-12.300305186873658,-13.774397266335342,-21.4198880983254,-18.526205384250346,-12.34813081927203,-5.214453308649688,-11.05461857007628,-12.3804606818181,2.386266582049032,-4.6961488485020695,2.746250235160794,12.019036096465726,5.506578955120354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,-14.964069621617824,-30.870259906304597,-34.5244087755472,-9.06103301844854,-12.150270104918661,-18.079060385317746,-13.423855799760872,-15.424346744403067,-6.418767799173359,-11.984354561072593,-14.044247514473568,-0.16114522025122824,-5.735123748599953,1.2243626399094438,18.54281784746707,7.4565971955860775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,-13.110664116075753,-26.075549312414353,-35.735927092334904,-5.07480107113696,-9.357687040674222,-15.517114962620667,-17.10703037089945,-0.5819512133084572,-7.1122683079425,-11.94049788526921,-16.19848478208607,-8.448124916365813,-10.310590428879266,-1.3833208836103523,14.460770621912822,-4.925456851388052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,-16.182826962820798,-25.843491714932085,-44.89497980337558,-5.491514039930308,-11.591213072353753,-14.595889023230782,-21.829811754487338,-3.3673175871080048,-7.544202541528598,-9.816328682826367,-21.225258914743463,-16.385826081750025,-13.14074466485313,-2.2519174061673226,14.821965760224096,-9.230413555518215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
